include,exclude_reason,publisher,publisher_type,publisher_basis,status_guess,title,owner,layer_name,feature_count,layer_url,item_id,seeded
1,,"Caroline County, MD",public,owner username (hand-checked),existing,Fiber_Optics,nstephens@carolinemd.org_CCMD,IT_Fiber,36,https://services6.arcgis.com/M2dyOQipFC1IggF3/arcgis/rest/services/requested_data_gdb/FeatureServer/0,b95972e7353b432d8ea6102310cf7a12,
1,,pwd@ci.brillion.wi.us,public,owner username,existing,Fiber_Optic_view_only,pwd@ci.brillion.wi.us,Fiber Optic Line,35,https://services8.arcgis.com/2raam4MoVkhmWtED/arcgis/rest/services/Fiber_Optic_view_only/FeatureServer/1,9c36b12fcab64da0827c1037e729a877,
1,,iank@ctsi.nsn.us,public,owner username,existing,CTSI Fiber Network 2025_WFL1,iank@ctsi.nsn.us,Fiber_Optic,35,https://services8.arcgis.com/DspRiqmHwdahssQd/arcgis/rest/services/CTSI_Fiber_Network_2025_WFL1/FeatureServer/4,114fb156d6f04e9e9ad35346a67abaa9,
1,,"Town of Amherst, MA",public,arcgis org,existing,FiberInfrastructure,amherstmaps,Fiber Lines,34,https://services.arcgis.com/fvEtUQQPvELjRlqy/arcgis/rest/services/FiberInfrastructure/FeatureServer/2,b68fecab0be741d188fa77d59e633b58,
1,,City of Centerville,public,arcgis org,existing,Fiber Audit 2026_WFL1,mryan@centervilleohio.gov_centervilleohio,Centerville_Fiber_Network,34,https://services.arcgis.com/M5UrDFRz2ZRTplQC/arcgis/rest/services/Fiber_Audit_2026_WFL1/FeatureServer/47,5eb07580b49c4fc7a63915af90c967f5,
1,,City of Centerville,public,arcgis org,existing,Fiber Audit 2026_WFL1,mryan@centervilleohio.gov_centervilleohio,Centerville_Owned_Fi_Project,34,https://services.arcgis.com/M5UrDFRz2ZRTplQC/arcgis/rest/services/Fiber_Audit_2026_WFL1/FeatureServer/40,5eb07580b49c4fc7a63915af90c967f5,
1,,City and County of San Francisco,public,arcgis org,existing,05_26_2026_Fiber Optic Cable Map_WFL1,nick.webster_sfdt,288ct_UG,34,https://services.arcgis.com/Zs2aNLFN00jrS4gG/arcgis/rest/services/05_26_2026_Fiber_Optic_Cable_Map_WFL1/FeatureServer/8,f17d9328d66b4f8381daf4852a1563f2,
1,,Kane County Illinois - Maps,public,arcgis org,planned,KaneFiber_Fiber_Proposed_10042019_View,KDOT_Lebo,Fiber,34,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/KaneFiber_Fiber_Proposed_10042019_View/FeatureServer/0,728832f8d6d144c8893addd97a81f6e7,
1,,"City of New Westminster, British Columbia, Canada",public,arcgis org,existing,Fibre Optic Network,gis_services1,fnOverheadSpan,33,https://services3.arcgis.com/A7O8YnTNtzRPIn7T/arcgis/rest/services/City_Fibre_Network/FeatureServer/4,1d20421bbca2439daf38aabb73aea7f5,
1,,City of Menifee,public,arcgis org,existing,Conduit_Fiber_Map_WFL1,khaessly_com,Existing Conduit -Scrible-,33,https://services.arcgis.com/RjTKod25O4b8SbZx/arcgis/rest/services/Conduit_Fiber_Map_WFL1/FeatureServer/12,300e6d0cdd2e46998406548884716817,
1,,College of the Atlantic GIS,public,arcgis org,existing,COA Fiber Optic Network,coagis_org,Fiber Optic Network,32,https://services1.arcgis.com/0EOqWPtpCmgQr2ay/arcgis/rest/services/COA_Utilities/FeatureServer/1,1b7bcc9607e240acac336f0a67ddab20,
1,,Palm Beach County GIS,public,arcgis org,existing,VARAP Study Database Map - Data Layers,EHernandez2_PBCGOV,Bus_Routes,32,https://services1.arcgis.com/ZWOoUZbtaYePLlPw/arcgis/rest/services/Clearview_Geographic_Database_Map_WFL1/FeatureServer/4,7a559614bab34328a5a5026d42826037,
1,,"Montgomery County, MD",public,arcgis org,existing,Fiber Routes Commercial,yachi.chen,Windstream (2018),31,https://services.arcgis.com/hdlG36cOubTzNDBb/arcgis/rest/services/Fiber_Routes_Commercial/FeatureServer/3,8cc92662dd614663a9842a8148239c7d,
1,,County of Summit GIS,public,arcgis org,existing,Fiber Ring Map _ 8_03_2023_WFL1,Summit_Admin,Fiber Ring 1/31/2023,31,https://services3.arcgis.com/3Ukh5HzAdI6WZ3KP/arcgis/rest/services/Fiber_Ring_Map___8_03_2023_WFL1/FeatureServer/6,64f11fe67c014666b764e4dc7ea1479a,
1,,Nevada Department of Transportation,public,arcgis org,planned,Nevada Department of Transportation Statewide ITS ATM Masterplan,OpenData_NDOT,Device Fiber,31,https://services1.arcgis.com/9Y4hSlLf13E9S0Eo/arcgis/rest/services/Nevada_Department_of_Transportation_Statewide_ITS_ATM_Masterplan/FeatureServer/8,f907e6399dff4162b4b3d3a7e3522e9d,
1,,County of Summit GIS,public,arcgis org,existing,FiberRingTest2,Summit_Admin,Fiber Route by Jurisdiction,31,https://services3.arcgis.com/3Ukh5HzAdI6WZ3KP/arcgis/rest/services/FiberRingTest2/FeatureServer/6,c669d1f4fb57491eb4739c44a257f0f6,
1,,City of Kinston,public,arcgis org,existing,E_FiberOptic,thomas.vogel_KDPS,E_FiberOptic,30,https://services5.arcgis.com/oHyVM17u2FMyV4oB/arcgis/rest/services/E_FiberOptic/FeatureServer/0,4964cc10127f4dec9cfd40f2a1c1f539,
1,,"Craven County, NC",public,owner username (hand-checked),existing,Dan Fiber Notes 2,bmarquard_CravenGIS,Line layer,30,https://services8.arcgis.com/W3WmI8CWeKpaagET/arcgis/rest/services/Dan_Fiber_Notes_2/FeatureServer/1,6dd4d898877744c38d898b10e4e52313,
1,,Erie County GIS Advisory Board,public,arcgis org,existing,{ACTIVE} COSFiberopticLines,ttaylor_ECGISAB9,Fiber Line,29,https://services3.arcgis.com/r00vmm8eIzAwdHlO/arcgis/rest/services/COSFiberopticLines/FeatureServer/0,a89ee64baa844384bb0c1f775152e64d,
1,,City of Centerville,public,arcgis org,existing,Fiber Audit 2026_WFL1,mryan@centervilleohio.gov_centervilleohio,Polylines,29,https://services.arcgis.com/M5UrDFRz2ZRTplQC/arcgis/rest/services/Fiber_Audit_2026_WFL1/FeatureServer/35,5eb07580b49c4fc7a63915af90c967f5,
1,,"City of West Jordan, UT",public,arcgis org (hand-checked),existing,Google_SummitIG2_WFL1,evan.daudistel,SummitDuctbank,29,https://services1.arcgis.com/yznraL2FyB2Sm732/arcgis/rest/services/Google_SummitIG2_WFL1/FeatureServer/9,774ed4d513cc450ebb3de956a44b6b4d,
1,,City and County of San Francisco,public,arcgis org,existing,05_26_2026_Fiber Optic Cable Map_WFL1,nick.webster_sfdt,216ct_OH,28,https://services.arcgis.com/Zs2aNLFN00jrS4gG/arcgis/rest/services/05_26_2026_Fiber_Optic_Cable_Map_WFL1/FeatureServer/9,f17d9328d66b4f8381daf4852a1563f2,
1,,"City of Mesquite, Nevada",public,arcgis org,existing,FiberNetwork,rkammerer,Intelligent Transportation System (Blue Tube),27,https://services7.arcgis.com/47djI2dDVjy1gZox/arcgis/rest/services/FiberNetwork/FeatureServer/2,5329b113f7c04cba974a7f81873b8a7a,
1,,City of Amarillo,public,arcgis org,existing,COAFiberOptic,City_of_Amarillo,Live Fiber,27,https://services6.arcgis.com/Vdk8uHgdgYx8ZqS6/arcgis/rest/services/COAFiberOptic/FeatureServer/3,0ede31450ad94e85a1194f91e5ebe265,
1,,Region 4 Planning and Development Council,public,arcgis org,planned,Proposed Fiber Routes line,Region4,Proposed_Fiber_Routes_line,27,https://services8.arcgis.com/aPNo3KjV6fgrbzfN/arcgis/rest/services/Proposed_Fiber_Routes_line/FeatureServer/0,41ddd63ab3444a3fb5495a7a8f02ce4d,
1,,Waupaca County Land Information,public,arcgis org,existing,WaupacaCountyFiberOptic,WaupacaCounty_LIO,Polylines,26,https://services3.arcgis.com/7eEEBGPmOQcC1gAa/arcgis/rest/services/WaupacaCountyFiberOptic/FeatureServer/0,f05c20c120ca44fe8e87d990b8bcd9da,
1,,City and County of San Francisco,public,arcgis org,existing,05_26_2026_Fiber Optic Cable Map_WFL1,nick.webster_sfdt,96ct_OH,26,https://services.arcgis.com/Zs2aNLFN00jrS4gG/arcgis/rest/services/05_26_2026_Fiber_Optic_Cable_Map_WFL1/FeatureServer/13,f17d9328d66b4f8381daf4852a1563f2,
1,,Town of Milford,public,arcgis org (hand-checked),existing,ExistingOriginalFiberLoop,jwhangen32,ExistingOriginalFiberLoop,26,https://services2.arcgis.com/JUU3wfkYLZ85bP4F/arcgis/rest/services/ExistingOriginalFiberLoop/FeatureServer/0,0a755ff4798e47a2a580f3abceb08f63,
1,,City of Owatonna and Owatonna Public Utilities,public,arcgis org,existing,OPU_Fiber_Overlay,ScheurerK,OPU Fiber Overlay,26,https://services3.arcgis.com/aUiGMU77F4x6wcC7/arcgis/rest/services/OPU_Fiber_Overlay/FeatureServer/2,06521cd7bf904d9aa790729ba8543a59,
1,,"City of Kansas City, MO",public,"public agency server (mapd.kcmo.org, City of Kansas City, MO)",existing,KCMO right-of-way fiber: Unified Government (KCK),,Fiber - Unified Government,26,https://mapd.kcmo.org/kcgis/rest/services/external/FiberLayersNonKCMO/FeatureServer/1,,infrapedia lead
1,,ArcGIS Online for Skagit County,public,arcgis org,existing,FiberWebMapAGOL,rvaughan_SkagitCounty,2001 Segment,25,https://services1.arcgis.com/ipyDbwUQfysOAPQq/arcgis/rest/services/FiberWebMapAGOL/FeatureServer/17,63c67556a5594b65b86e4d5a3644ea93,
1,,City and County of San Francisco,public,arcgis org,existing,05_26_2026_Fiber Optic Cable Map_WFL1,nick.webster_sfdt,48ct_OH,25,https://services.arcgis.com/Zs2aNLFN00jrS4gG/arcgis/rest/services/05_26_2026_Fiber_Optic_Cable_Map_WFL1/FeatureServer/17,f17d9328d66b4f8381daf4852a1563f2,
1,,Town of Milford,public,arcgis org (hand-checked),existing,Milford_Fiber_lines_removed,jwhangen32,Milford_Fiber_lines_removed,25,https://services2.arcgis.com/JUU3wfkYLZ85bP4F/arcgis/rest/services/Milford_Fiber_lines_removed/FeatureServer/0,5dc9febbec2a405082336ee2d7949632,
1,,Arizona Dept of Transportation,public,arcgis org,planned,Proposed_Fiber,SCheshko@azdot.gov_adot,Proposed_Fiber,25,https://services1.arcgis.com/XAiBIVuto7zeZj1B/arcgis/rest/services/Proposed_Fiber/FeatureServer/0,b04ae71587704114994209cfc8b84410,
1,,"City of Dublin, Ohio",public,arcgis org,existing,Dublink Regional (Outer Loop and Downtown),DublinOhio,Regional Fiber Edit,25,https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublink_Regional_(Outer_Loop_and_Downtown)/FeatureServer/36,60aef6649f7a406ca7ef845f4bca578f,
1,,City of Centerville,public,arcgis org,existing,Centerville Owned Fiber_32524,mryan@centervilleohio.gov_centervilleohio,Centerville Owned Fiber,24,https://services.arcgis.com/M5UrDFRz2ZRTplQC/arcgis/rest/services/Centerville_Owned_Fiber_32524/FeatureServer/0,f54f3c30d1984cbbba6646e9e91142aa,
1,,"City of Cedar Hill, TX",public,arcgis org,existing,Fiber_Optic_Lines,CCH_AGOL_Manager,GISDATA.GISOWNER.CHISD_FiberOpticLines,23,https://services2.arcgis.com/c4jK8v4C9UDiTgJU/arcgis/rest/services/Fiber_Optic_Lines/FeatureServer/1,f3e4aa1a076e463ab2a4e04af32a7299,
1,,"City of Marlborough, Geographic Information Systems",public,arcgis org,planned,Fiber_Optic_Network,nbowen,Fiber Lines - Future Expansion,23,https://services3.arcgis.com/bpeS3swje8g57sok/arcgis/rest/services/Fiber_Optic_Network/FeatureServer/1,38ebac0f9a1d4a308ddddc9f0eb54fea,
1,,"City of Lancaster, Ohio GIS",public,arcgis org,existing,Backbone Route (view),LancasterGIS,Backbone Route,23,https://services1.arcgis.com/CRjnKyCe3OfYTMC3/arcgis/rest/services/Backbone_Route_(view)/FeatureServer/0,6d6a486956164485a5a4d39395d41233,
1,,"City of Newport, RI",public,arcgis org,existing,Fiber Online Map_WFL1,mcrittenden@newportri,Newport Fiber,23,https://services2.arcgis.com/URasD5e1uL7MfVOn/arcgis/rest/services/Fiber_Online_Map_WFL1/FeatureServer/2,0e8c1643117f4e94b3dbd5a8b3b9ed1e,
1,,"City of Midland Mi, MCONET, CMU",public,item credits,existing,FIBER,thomrich,Conduit,23,https://arcgis1.midland-mi.org/arcgis/rest/services/Fiber/MapServer/10,49cd010ff092476aabfd6100bf4e3d2f,
1,,Florida DOT District 7 (Westshore Interchange project),public,public agency project account (hand-checked),existing,FDOT D7 Westshore surveyed utilities: Teco Telecom,,UTEXRD_TECO_TELECOM_20250324,23,https://services9.arcgis.com/ssjvmF1sZLRQUcYv/arcgis/rest/services/UTEXRD_TECO_TELECOM_20250324/FeatureServer/408,,infrapedia lead
1,,CA Governor's Office of Emergency Services,public,arcgis org,existing,Cal OES - CESRS Microwave Routes,CA_Office_of_Emergency_Services_GIS,CESRS Microwave Routes,22,https://services.arcgis.com/BLN4oKB0N1YSgvY8/arcgis/rest/services/CESRS_Microwave_Routes/FeatureServer/0,d7482122ba8b4082849b578b0255d89c,
1,,City of Oakland GIS,public,arcgis org,existing,Project_ITSCommunications,davidlok,Project_ITSCommunications,22,https://services.arcgis.com/9tC74aDHuml0x5Yz/arcgis/rest/services/Project_ITSCommunications/FeatureServer/0,50928d7b39db44879dc6f5349479af7a,
1,,City of Alamosa,public,arcgis org,existing,Alamosa Fiber Online,M0narch,Alamosa_Fiber_WGS,22,https://services2.arcgis.com/kQ9CrbL3URg6t3jo/arcgis/rest/services/Alamosa_Fiber_Online/FeatureServer/1,e905deff6d6a462da9d5c6060ffd1739,
1,,Cape May County GIS,public,arcgis org,existing,I_T_ Infrastructure WebMap_WFL1,JPDownie2000,Fiber,21,https://services6.arcgis.com/uC0mne2MlQubT7ew/arcgis/rest/services/I_T__Infrastructure_WebMap_WFL1/FeatureServer/4,4cfa3278bfc744cf8a8659f543387e25,
1,,Mohawk Council of Kahnawà:ke,public,arcgis org,existing,Fiber_cable_2022_Dec19,BradfordDean,Fiber_cable,21,https://services8.arcgis.com/0EarEyaTySs7q51C/arcgis/rest/services/Fiber_cable_2022_Dec19/FeatureServer/1,d2ce465b05f94540ae89e517c416f2a7,
1,," CITY OF TWIN FALLS, ID",public,arcgis org,planned,Fiber Proposed,awalker_COTF,Proposed Conduit,21,https://services1.arcgis.com/I78Ijvc0YuZijqmq/arcgis/rest/services/Fiber_Proposed/FeatureServer/1,5dd4fe30e7d94beeac451323bfa5cbd7,
1,,ArcGIS Online for Skagit County,public,arcgis org,existing,FiberWebMapAGOL,rvaughan_SkagitCounty,2002 Segment,20,https://services1.arcgis.com/ipyDbwUQfysOAPQq/arcgis/rest/services/FiberWebMapAGOL/FeatureServer/16,63c67556a5594b65b86e4d5a3644ea93,
1,,City of Duncanville,public,arcgis org,existing,ITS Fiber,GBerryDuncanville,Fiber Route,20,https://services3.arcgis.com/mjqW4t1A3YDrjss0/arcgis/rest/services/ITS_Fiber/FeatureServer/1,b47e0930db9a4b0b8b2d3bb3ab689fa3,
1,,City of Newport News,public,arcgis org,existing,Fiber Concept,wyattjf_nngov,Fiber Concept,20,https://services6.arcgis.com/SiUAoHzWN11AIADA/arcgis/rest/services/Fiber_Concept/FeatureServer/0,29d2bb5a21c1411790fd2053b31f8077,
1,,Mohawk Council of Kahnawà:ke,public,arcgis org,existing,Fiber_cable_23a,BradfordDean,Fiber_cable,20,https://services8.arcgis.com/0EarEyaTySs7q51C/arcgis/rest/services/Fiber_cable_23a/FeatureServer/1,8a739ae235b04defb29b519814663cd6,
1,,"City of Mesquite, Nevada",public,arcgis org,existing,FiberNetwork,rkammerer,Information Technology (Green Tube),19,https://services7.arcgis.com/47djI2dDVjy1gZox/arcgis/rest/services/FiberNetwork/FeatureServer/1,5329b113f7c04cba974a7f81873b8a7a,
1,,ArcGIS Online for Skagit County,public,arcgis org,existing,FiberWebMapAGOL,rvaughan_SkagitCounty,1999 Segment,19,https://services1.arcgis.com/ipyDbwUQfysOAPQq/arcgis/rest/services/FiberWebMapAGOL/FeatureServer/18,63c67556a5594b65b86e4d5a3644ea93,
1,,City of Statesville,public,arcgis org,existing,Fiber_Layer_AGOL,GIS_Admin_statesvillegis,Windstream Fiber,19,https://services2.arcgis.com/WbGEgSzGTEPg4fr6/arcgis/rest/services/Fiber_Layer_AGOL/FeatureServer/0,cd3289036f35482b97b09046af59d24f,
1,,"City of Sandpoint, Idaho ",public,arcgis org,existing,Utility_Data_20230122,Sandpoint,Fiber Cable,19,https://services5.arcgis.com/AQtaKb5EvfD9wl7S/arcgis/rest/services/Utility_Data_20230122/FeatureServer/2,ccaff6d4ab0e4090ab135f99b4595a1d,
1,,Macon-Bibb County Government,public,arcgis org,existing,FiberOpticSystem,jnabhan,Conduit,18,https://services2.arcgis.com/zPFLSOZ5HzUzzTQb/arcgis/rest/services/FiberOpticSystem/FeatureServer/6,8f0f1b9ef1954563ad4ebe2e8017aca6,
1,,City of Oakland GIS,public,arcgis org,existing,ConData_Fibers_through_Pracels,davidlok,ConData_Fibers_through_Pracels,18,https://services.arcgis.com/9tC74aDHuml0x5Yz/arcgis/rest/services/ConData_Fibers_through_Pracels/FeatureServer/0,60d3ea80fe4f418087f78075ea7dbfd7,
1,,City of Centennial - ArcGIS Online,public,arcgis org,existing,Clarkson Fiber Line for ITS,mdemmon@centennialco.gov_Centennial,Clarkson Fiber Line for ITS,18,https://services2.arcgis.com/qzGaVFGfQxn25AYB/arcgis/rest/services/Clarkson_Fiber_Line_for_ITS/FeatureServer/3,bae0e60a0f48471595a3af4d9874cfd7,
1,,City of Evanston WY,public,arcgis org,existing,Fiber_Network,HermanR,Fiber_Network,18,https://services7.arcgis.com/TsVLs9I3Mz0rNgK9/arcgis/rest/services/Fiber_Network/FeatureServer/0,6ffff99b695143428ef6ffa108c6d118,
1,,Michigan State University Online ArcGIS,public,arcgis org,existing,CommunicationsSystem,connorrhf@gmail.com_msugis,Cable,18,https://services.arcgis.com/uHAHKfH1Z5ye1Oe0/arcgis/rest/services/CommunicationsSystem_9771157ba1d0415eb59f5117d984a61c/FeatureServer/8,248359571df349338edf24e7613d4f7a,
1,,Mohawk Council of Kahnawà:ke,public,arcgis org,existing,Fiber_cable,BradfordDean,Fiber_cable,18,https://services8.arcgis.com/0EarEyaTySs7q51C/arcgis/rest/services/Fiber_cable/FeatureServer/1,72cd77be3adc4756829fef2310689f47,
1,,"City of Corvallis, OR",public,arcgis org (hand-checked),planned,LSN_FiberRing_Proposed_shp,CityOfCorvallis,LSN_FiberRing_Proposed_shp,18,https://services6.arcgis.com/NNPaUnXVoJt8FVVE/arcgis/rest/services/LSN_FiberRing_Proposed_shp/FeatureServer/0,ad770845670548feb3fabf898b9acc9d,
1,,ArcGIS Online for Skagit County,public,arcgis org,existing,FiberWebMapAGOL,rvaughan_SkagitCounty,2012 Segment,17,https://services1.arcgis.com/ipyDbwUQfysOAPQq/arcgis/rest/services/FiberWebMapAGOL/FeatureServer/5,63c67556a5594b65b86e4d5a3644ea93,
1,,ArcGIS Online for Skagit County,public,arcgis org,existing,FiberWebMapAGOL,rvaughan_SkagitCounty,2005 Segment,17,https://services1.arcgis.com/ipyDbwUQfysOAPQq/arcgis/rest/services/FiberWebMapAGOL/FeatureServer/13,63c67556a5594b65b86e4d5a3644ea93,
1,,ArcGIS Online for Skagit County,public,arcgis org,existing,FiberWebMapAGOL,rvaughan_SkagitCounty,Fiber (Loop),17,https://services1.arcgis.com/ipyDbwUQfysOAPQq/arcgis/rest/services/FiberWebMapAGOL/FeatureServer/26,63c67556a5594b65b86e4d5a3644ea93,
1,,iank@ctsi.nsn.us,public,owner username,existing,CTSI Fiber Network 2025_WFL1,iank@ctsi.nsn.us,Telephone,17,https://services8.arcgis.com/DspRiqmHwdahssQd/arcgis/rest/services/CTSI_Fiber_Network_2025_WFL1/FeatureServer/3,114fb156d6f04e9e9ad35346a67abaa9,
1,,App State GIS,public,item credits,existing,Google_Earth_Placemark_NRLP_Verizon,eddie1975,AppState_Peacock_CableLine_KMZ_06052023SP,17,https://services2.arcgis.com/wdQEqhSQSuYA89VW/arcgis/rest/services/Google_Earth_Placemark_NRLP_Verizon/FeatureServer/3,e1e5a44fc62b4ae38ede83a942e1f938,
1,,City of Harrisburg Pennsylvania,public,arcgis org,existing,Commo_Fiber_Cable_Single_Mode,emrubin_COHBG,Commo_Fiber_Cable_Single_Mode,17,https://services5.arcgis.com/9n3LUAMi3B692MBL/arcgis/rest/services/Commo_Fiber_Cable_Single_Mode/FeatureServer/0,70274607e38a436b92820dc0e90decf8,
1,,EUP REGIONAL PLANNING,public,arcgis org,existing,EUPFiberProject,euprpdc,Fiber Lines ,17,https://services.arcgis.com/r3fID69a2yHQdVc4/arcgis/rest/services/EUPFiberProject/FeatureServer/6,b837e8cbdbf4444598c36ab345f1b6f9,
1,,Florida DOT District 7 (Westshore Interchange project),public,public agency project account (hand-checked),existing,FDOT D7 Westshore surveyed utilities: Time Warner,,UTEXRD_TIME_WARNER_20240701,17,https://services9.arcgis.com/ssjvmF1sZLRQUcYv/arcgis/rest/services/UTEXRD_TIME_WARNER_20240701/FeatureServer/203,,infrapedia lead
1,,City of Santa Fe,public,arcgis org,existing,Fiber Phase 1,Jay.puckett_wsp5,SF_FiberPhase1,16,https://services7.arcgis.com/p0Gk2nDbPs7KEqSZ/arcgis/rest/services/SF_FiberPhase1_1/FeatureServer/0,009c48acc29e4bc3a64dd57eb1485af2,
1,,ArcGIS Online for Skagit County,public,arcgis org,existing,FiberWebMapAGOL,rvaughan_SkagitCounty,2009 Segment,16,https://services1.arcgis.com/ipyDbwUQfysOAPQq/arcgis/rest/services/FiberWebMapAGOL/FeatureServer/8,63c67556a5594b65b86e4d5a3644ea93,
1,,"City of Fruita, CO",public,owner username (hand-checked),existing,Fruita Fiber Optic Lines,fruita_GIS,Fruita_Fiber_Optic_Lines,16,https://services8.arcgis.com/EHbirLYcjMmLybPA/arcgis/rest/services/Fruita_Fiber_Optic_Lines/FeatureServer/0,8d1a479cc7d840118a062930e8a3acd0,
1,,City and County of San Francisco,public,arcgis org,existing,05_26_2026_Fiber Optic Cable Map_WFL1,nick.webster_sfdt,36ct_UG,16,https://services.arcgis.com/Zs2aNLFN00jrS4gG/arcgis/rest/services/05_26_2026_Fiber_Optic_Cable_Map_WFL1/FeatureServer/19,f17d9328d66b4f8381daf4852a1563f2,
1,,"City of New Westminster, British Columbia, Canada",public,arcgis org,existing,Fibre Optic Network Remove,GIS_Coordinator,fnOverheadSpan,16,https://services3.arcgis.com/A7O8YnTNtzRPIn7T/arcgis/rest/services/City Fibre Network/FeatureServer/4,30a3d9d194da4c2fba86e2f8ab60117e,
1,,UPlan Map Center,public,arcgis org,planned,UDOT Statewide Planned Fiber Infrastructure 2026,prusso@crest-solutions.net_uplan,Planned,16,https://services.arcgis.com/pA2nEVnB6tquxgOW/arcgis/rest/services/UDOT_Statewide_Fiber_Infrastructure/FeatureServer/0,0b727babf60541a6b04fe49c6eeb7612,
1,,AndrewEntrikin-PUD,public,owner username,existing,Ferndale Fiber WSBO Funded,AndrewEntrikin-PUD,Ferndale Fiber Routes,16,https://services1.arcgis.com/XpT4vD25DhCyPlki/arcgis/rest/services/Ferndale_Fiber_WSBO_Funded1/FeatureServer/0,f9714efb3ef24376a18050782a91300d,
1,,Town of Kernersville,public,arcgis org,existing,Fiber_Lines,gisadmin_TOK,Fiber_Lines,16,https://services3.arcgis.com/QgJmoTzlT6vrCJS8/arcgis/rest/services/Fiber_Lines/FeatureServer/0,13aedac478374f1c9d66618068b70ab4,
1,,City of Centennial - ArcGIS Online,public,arcgis org,existing,Fiber_March2016,CentennialGIS,Publishing_Data.DBO.LPS_fiberConduit_build,16,https://services2.arcgis.com/qzGaVFGfQxn25AYB/arcgis/rest/services/Fiber_March2016/FeatureServer/14,dc51724abb714cdf8b3beaa7628cb971,
1,,City of Federal Way AGOL,public,arcgis org,existing,CityFiber_WebUpload_R3,s_curry,FiberCable,16,https://services7.arcgis.com/nNFRPD700OKIXF3J/arcgis/rest/services/CityFiber_WebUpload_R3/FeatureServer/4,23f521b923384d789abd5530ffb3ae1c,
1,,"Town of Queen Creek, AZ",public,owner username (hand-checked),existing,Conduits,QueenCreekGIS,Conduits,16,https://services1.arcgis.com/t16ZiY9Utsg4bsyA/arcgis/rest/services/Conduits/FeatureServer/0,e36e3a5c2ef54a1885172608b85bd687,
1,,"City of Mesquite, Nevada",public,arcgis org,existing,FiberNetwork,rkammerer,Public Saftey (Slate Tube),15,https://services7.arcgis.com/47djI2dDVjy1gZox/arcgis/rest/services/FiberNetwork/FeatureServer/3,5329b113f7c04cba974a7f81873b8a7a,
1,,City of Amarillo,public,arcgis org,existing,COAFiberOptic,City_of_Amarillo,Abandoned Fiber,15,https://services6.arcgis.com/Vdk8uHgdgYx8ZqS6/arcgis/rest/services/COAFiberOptic/FeatureServer/5,0ede31450ad94e85a1194f91e5ebe265,
1,,City and County of San Francisco,public,arcgis org,existing,05_26_2026_Fiber Optic Cable Map_WFL1,nick.webster_sfdt,432ct_UG,15,https://services.arcgis.com/Zs2aNLFN00jrS4gG/arcgis/rest/services/05_26_2026_Fiber_Optic_Cable_Map_WFL1/FeatureServer/4,f17d9328d66b4f8381daf4852a1563f2,
1,,City of Jackson GIS,public,arcgis org,existing,FIBER MAP UPDATE NEW FIBER ROUTES JULY 2021_WFL1,mmaberry,hood_fiber,15,https://services2.arcgis.com/n0wqzAPJddc1vROD/arcgis/rest/services/FIBER_MAP_UPDATE_NEW_FIBER_ROUTES_JULY_2021_WFL1/FeatureServer/1,05ea5b184b244873ac64bde6e1943d61,
1,,City of Jackson GIS,public,arcgis org,planned,JPS Lit Community COJ Fiber 2021_WFL1,mmaberry,Proposed Fiber Paths,15,https://services2.arcgis.com/n0wqzAPJddc1vROD/arcgis/rest/services/JPS_Lit_Community_COJ_Fiber_2021_WFL1/FeatureServer/10,f722349f8a5d40c9a39a26ae03c75e19,
1,,Port of Galveston,public,arcgis org,existing,CommunicationsSystem,JwillisPOG,Distribution Cable,15,https://services1.arcgis.com/RcfrTSKiiG2fgqIh/arcgis/rest/services/CommunicationsSystem_ade93ccc08074d62a04a4cb228457389/FeatureServer/715035,1c746d5d2dd74985befb4a0709289e00,
1,,"Franklin County VA GIS, 2021",public,item credits,existing,IT Facilities,FC.GIS,County Fiber Lines - GPS Fall 2022,15,https://gis.franklincountyva.gov/arcgis/rest/services/InternalServices/IT_Facilities/MapServer/4,2e0456bdcd894671b08ff2cf2bb4f835,
1,,Pima County GIS,public,arcgis org,existing,Pima County Regional Middle Mile Project,david.shafer@pima.gov_Pima,PCRMMP_FiberRoute_20251218,14,https://services2.arcgis.com/UTBp78iglGpbqp1B/arcgis/rest/services/Pima_County_Regional_Middle_Mile_Project/FeatureServer/0,5e201109c2244997b312cd69005dab4c,
1,,Borough of State College,public,arcgis org,existing,Borough Fiber Cables,tblose_scb,FIBER_OPTIC_CONDUIT,14,https://services8.arcgis.com/5EsWsFkU1FzqtfTb/arcgis/rest/services/Borough_Fiber_Cables/FeatureServer/4,919e5330232e49fb88f7343112d916e9,
1,,"City of Smyrna, GA",public,owner username (hand-checked),existing,Fiber Network,Smyrna_GA,SIGNAL SYSTEM,14,https://services2.arcgis.com/hE9igMm8RoNeQRbh/arcgis/rest/services/Telecom_System/FeatureServer/5,8f90b786083f455e9c639e318ef5e3a9,
1,,City of Detroit,public,arcgis org,planned,Proposed Fiber Locations (Streets) ,naizghia@detroitmi.gov,Proposed Fiber Locations (streets),14,https://services2.arcgis.com/qvkbeam7Wirps6zC/arcgis/rest/services/Proposed_Fiber_Locations/FeatureServer/0,dcef16ad73854635984865065c2b5cdc,
